level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
cantonal,OW,643.11,,,,,Verordnung zum Allgemeinen Gebührengesetz
cantonal,OW,643.111,,,,,Ausführungsbestimmungen zum Allgemeinen Gebührengesetz
cantonal,OW,651.1,,,,,"Gesetz über Jagd, Wild- und Vogelschutz"
cantonal,OW,651.11,,,,,Jagdverordnung
cantonal,OW,651.111,,,,,Ausführungsbestimmungen über die Eignungsprüfung der Jägerinnen und Jäger
cantonal,OW,651.112,,,,,"Ausführungsbestimmungen über die Jagdbann-, Wildschutz- und Sondergebiete"
cantonal,OW,651.113,,,,,Ausführungsbestimmungen über die Hegegemeinschaft
cantonal,OW,651.114,,,,,Weisungen über den Treffsicherheitsnachweis
cantonal,OW,651.115,,,,,Ausführungsbestimmungen über die Gebühren der Hegejagd auf Steinwild
cantonal,OW,651.116,,,,,Weisungen über die Hegejagd auf Steinwild
cantonal,OW,651.150,,,,,Regierungsratsbeschluss über die kantonalen Wildruhezonen
cantonal,OW,651.2,,,,,Fischereigesetz
cantonal,OW,651.21,,,,,Fischereiverordnung
cantonal,OW,651.211,,,,,Ausführungsbestimmungen über die Fischerei
cantonal,OW,651.212,,,,,Ausführungsbestimmungen über die Fischerei im Eugenisee in Engelberg
cantonal,OW,651.214,,,,,Schonvorschriften über die Fischerei
cantonal,OW,651.215,,,,,Ausführungsbestimmungen über die Fischerei im Lungerersee
cantonal,OW,651.311,,,,,Ausführungsbestimmungen zur Vereinbarung über die Fischerei im Vierwaldstättersee
cantonal,OW,661.1,,,,,Gesetz über die Obwaldner Kantonalbank
cantonal,OW,661.111,,,,,Ausführungsbestimmungen zum Kantonalbankgesetz
cantonal,OW,661.2,,,,,Gesetz über den Bürgschaftsfonds Obwalden
cantonal,OW,663.1,,,,,Gesetz über das Elektrizitätswerk Obwalden und die Stromversorgung
cantonal,OW,663.111,,,,,Ausführungsbestimmungen zum Gesetz über das Elektrizitätswerk Obwalden
cantonal,OW,710.1,,,,,Planungs- und Baugesetz
cantonal,OW,710.111,,,,,Ausführungsbestimmungen über die Verfahrenskoordination im Baurecht
cantonal,OW,710.112,,,,,Ausführungsbestimmungen über die Energieverwendung im Gebäudebereich
cantonal,OW,710.113,,,,,Ausführungsbestimmungen über die Solaranlagen
cantonal,OW,710.114,,,,,Ausführungsbestimmungen zur Sicherstellung und Steigerung der Baulandverfügbarkeit
cantonal,OW,710.221,,,,,Regierungsratsbeschluss über eine Planungszone zur Sicherung der Gewässerräume
cantonal,OW,710.52,,,,,"Regierungsratsbeschluss über den kantonalen Nutzungsplan Deponie Stuechferich, Gemeinde Sarnen"
cantonal,OW,710.53,,,,,"Regierungsratsbeschluss über den kantonalen Nutzungsplan Deponie Hinterflue, Gemeinde Kerns"
cantonal,OW,710.54,,,,,"Regierungsratsbeschluss über den kantonalen Nutzungsplan Deponie Mutzenloch Nord, Gemeinde Lungern"
cantonal,OW,720.11,,,,,Strassenverordnung
cantonal,OW,720.115,,,,,Ausführungsbestimmungen über die Benützung von Parkplätzen des Kantons
cantonal,OW,720.3,,,,,Gesetz über den Bau und Unterhalt der Kantonsstrassen
cantonal,OW,720.31,,,,,Verordnung über die Strassenbeiträge
cantonal,OW,720.51,,,,,Vollziehungsverordnung zum Bundesgesetz über die Nationalstrassen
cantonal,OW,720.71,,,,,Vollziehungsverordnung zum Bundesgesetz über Fuss- und Wanderwege
cantonal,OW,720.711,,,,,Ausführungsbestimmungen über Beiträge an Wanderwege
cantonal,OW,720.715,,,,,Regierungsratsbeschluss über den kantonalen Richtplan für das Wanderwegnetz 2016
cantonal,OW,720.725,,,,,Ausführungsbestimmungen zum Bundesgesetz über Velowege
cantonal,OW,730.511,,,,,Ausführungsbestimmungen über die Benützung der kantonalen Gebäude und Anlagen
cantonal,OW,740.1,,,,,Gesetz über den Wasserbau und die Wassernutzung
cantonal,OW,740.11,,,,,Wasserbauverordnung
cantonal,OW,740.111,,,,,Ausführungsbestimmungen zum Vollzug von Art. 23a des Wasserbaugesetzes
cantonal,OW,740.2,,,,,"Gesetz über die Planung, den Bau und die Finanzierung des Projekts Hochwassersicherheit Sarneraatal"
cantonal,OW,740.3,,,,,Gesetz über die Wasserbaumassnahmen an der Sarneraa Alpnach
cantonal,OW,740.5,,,,,Interkantonale Vereinbarung über die Regulierung des Abflusses des Vierwaldstättersees
cantonal,OW,750.211,,,,,Ausführungsbestimmungen über die Wärmenutzung aus dem Untergrund
cantonal,OW,760.1,,,,,Gesetz über die Zwangsenteignung
cantonal,OW,771.1,,,,,Einführungsgesetz zum Bundesgesetz über den Strassenverkehr
cantonal,OW,771.2,,,,,Gesetz über die Strassenverkehrssteuern
cantonal,OW,771.4,,,,,Vereinbarung über ein Verkehrssicherheitszentrum der Kantone Obwalden und Nidwalden
cantonal,OW,772.1,,,,,Gesetz über die Förderung des öffentlichen Verkehrs
cantonal,OW,772.111,,,,,Ausführungsbestimmungen zum Gesetz über die Förderung des öffentlichen Verkehrs
cantonal,OW,772.2,,,,,Gesetz über den Neubau der Steilrampe der zb Zentralbahn AG
cantonal,OW,772.611,,,,,Ausführungsbestimmungen zur Verordnung über die Personenbeförderungskonzession
cantonal,OW,774.11,,,,,Verordnung über die Schifffahrt
cantonal,OW,774.111,,,,,Ausführungsbestimmungen zum Richtplan über Anlagen für die Schiffahrt
cantonal,OW,774.115,,,,,Ausführungsbestimmungen über das Einwassern von Schiffen
cantonal,OW,774.2,,,,,Gesetz über die Schiffssteuer
cantonal,OW,774.3,,,,,Interkantonale Vereinbarung über die Schifffahrt auf dem Vierwaldstättersee
cantonal,OW,775.111,,,,,Zuständigkeitsordnung für den Vollzug des Bundesgesetzes über die Luftfahrt
cantonal,OW,780.11,,,,,Vollziehungsverordnung zum Bundesgesetz über den Umweltschutz
cantonal,OW,780.112,,,,,Weisungen über die Entsorgung von Bauabfällen
cantonal,OW,780.114,,,,,Ausführungsbestimmungen zur Luftreinhalte-Verordnung
cantonal,OW,780.115,,,,,Regierungsratsbeschluss über den Erlass des Katasters der belasteten Standorte
cantonal,OW,780.31,,,,,Chemiewehr- und Strahlenschutzverordnung
cantonal,OW,780.35,,,,,Vereinbarung über die Sicherstellung der Chemiewehr im Kanton Obwalden
cantonal,OW,783.11,,,,,Vollziehungsverordnung zum Bundesgesetz über den Schutz der Gewässer
cantonal,OW,783.112,,,,,Ausführungsbestimmungen über die Ausscheidung von Schutzzonen bei Grundwasserfassungen
cantonal,OW,783.113,,,,,Ausführungsbestimmungen über die Ausscheidung von Grundwasserschutzarealen
cantonal,OW,783.114,,,,,Ausführungsbestimmungen über die Ausscheidung der Gewässerräume
cantonal,OW,783.21,,,,,Ölwehrverordnung
cantonal,OW,786.11,,,,,Verordnung über den Natur- und Landschaftsschutz
cantonal,OW,786.111,,,,,Ausführungsbestimmungen über ökologische Ausgleichszahlungen
cantonal,OW,786.112,,,,,Ausführungsbestimmungen über geschützte Tier- und Pflanzenarten
cantonal,OW,786.21,,,,,Pilzschutzverordnung
cantonal,OW,786.42,,,,,Regierungsratsbeschluss über die Landschaftsschutzgebiete von regionaler Bedeutung (Teilerlass I)
cantonal,OW,786.47,,,,,"Regierungsratsbeschluss über die Naturschutzzone Schlierenrüti, Gemeinde Alpnach"
cantonal,OW,786.49,,,,,Regierungsratsbeschluss über die Landschaftsschutzgebiete von regionaler Bedeutung (Teilerlass II)
cantonal,OW,786.52,,,,,"Regierungsratsbeschluss über die kantonale Naturschutzzone Wichelsee, Gemeinden Alpnach und Sarnen"
cantonal,OW,786.57,,,,,"Regierungsratsbeschluss über die Schutz- und Nutzungsplanung der Aue Alpenrösli-Herrenrüti, Gemeinde Engelberg"
cantonal,OW,786.58,,,,,"Regierungsratsbeschluss über die Schutz- und Nutzungsplanung der Aue Steinibach, Gemeinden Giswil und Sarnen"
cantonal,OW,786.59,,,,,"Regierungsratsbeschluss über die Schutz- und Nutzungsplanung der Aue Laui, Gemeinde Giswil"
cantonal,OW,810.1,,,,,Gesundheitsgesetz
cantonal,OW,810.111,,,,,Ausführungsbestimmungen über die Berufe und die Einrichtungen des Gesundheitswesens
cantonal,OW,810.12,,,,,Verordnung über eine Fachstelle für Gesellschaftsfragen
cantonal,OW,810.211,,,,,Vereinbarung über die Einsetzung einer gemeinsamen Ethikkommission Nordwest- und Zentralschweiz
cantonal,OW,811.111,,,,,Ausführungsbestimmungen über das Wartegeld für Hebammen
cantonal,OW,811.6,,,,,Interkantonale Vereinbarung über die kantonalen Beiträge an die Spitäler zur Finanzierung der ärztlichen Weiterbildung und deren Ausgleich unter den Kantonen
cantonal,OW,811.7,,,,,Einführungsgesetz zum Bundesgesetz über die Förderung der Ausbildung im Bereich der Pflege
cantonal,OW,811.711,,,,,Ausführungsbestimmungen zum Einführungsgesetz zum Bundesgesetz über die Förderung der Ausbildung im Bereich der Pflege
cantonal,OW,814.211,,,,,Ausführungsbestimmungen über die Heilmittel und die Betäubungsmittel
cantonal,OW,814.411,,,,,Ausführungsbestimmungen zur Chemikaliengesetzgebung
cantonal,OW,816.11,,,,,Vollziehungsverordnung zum Lebensmittelgesetz
cantonal,OW,816.27,,,,,Ausführungsbestimmungen zum Konkordat betreffend das Laboratorium der Urkantone
cantonal,OW,817.11,,,,,Verordnung über Friedhöfe und Bestattungen
cantonal,OW,818.1,,,,,Veterinärgesetz
cantonal,OW,818.111,,,,,Ausführungsbestimmungen zum Veterinärgesetz
cantonal,OW,818.3,,,,,Gesetz über das Halten von Hunden und die Hundesteuer
cantonal,OW,830.1,,,,,Spitalgesetz
cantonal,OW,830.112,,,,,Reglement über die Taxen des Kantonsspitals für die stationäre und ambulante Behandlung von Patientinnen und Patienten sowie den Rettungsdienst
cantonal,OW,830.115,,,,,Reglement über den Fonds für Personen in wirtschaftlicher Notlage
cantonal,OW,830.511,,,,,Regierungsratsbeschluss über den Erlass der Spitalliste
cantonal,OW,830.711,,,,,Ausführungsbestimmungen über die Beiträge des Kantons an die Organisationen der Hilfe und Pflege zu Hause
cantonal,OW,841.11,,,,,"Verordnung zum Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel"
cantonal,OW,841.311,,,,,Ausführungsbestimmungen zum Bundesgesetz über die Heimarbeit
cantonal,OW,843.11,,,,,Vollziehungsverordnung zum Arbeitsvermittlungsgesetz
cantonal,OW,843.21,,,,,Vereinbarung über ein gemeinsames regionales Arbeitsvermittlungszentrum der Kantone Obwalden und Nidwalden
cantonal,OW,843.3,,,,,Interkantonale Vereinbarung über den Vollzug des Entsendegesetzes und des Bundesgesetzes gegen die Schwarzarbeit
cantonal,OW,851.1,,,,,Einführungsgesetz zum Krankenversicherungsgesetz
cantonal,OW,851.11,,,,,Verordnung zum Einführungsgesetz zum Krankenversicherungsgesetz
cantonal,OW,851.12,,,,,Kantonsratsbeschluss über den Selbstbehalt bei der Individuellen Prämienverbilligung in der Krankenversicherung für das Jahr 2026
cantonal,OW,851.211,,,,,Regierungsratsbeschluss über die nach Krankenversicherungsgesetz zugelassenen Pflegeheime
cantonal,OW,851.311,,,,,Ausführungsbestimmungen über die Kostenübernahme bei ausserkantonaler stationärer Spitalbehandlung
cantonal,OW,851.312,,,,,Ausführungsbestimmungen über den Kostenteiler zwischen Kanton und Krankenversicherer
cantonal,OW,851.352,,,,,Ausführungsbestimmungen über die Zulassung zur Tätigkeit zulasten der obligatorischen Krankenpflegeversicherung und die Festlegung der Höchstzahlen für Ärztinnen und Ärzte im ambulanten Bereich
cantonal,OW,851.411,,,,,Ausführungsbestimmungen zum Bundesgesetz über die Unfallversicherung
cantonal,OW,853.1,,,,,Einführungsgesetz zum Bundesgesetz über die Alters- und Hinterlassenenversicherung
cantonal,OW,853.111,,,,,Ausführungsbestimmungen zum Einführungsgesetz zum Bundesgesetz über die Alters- und Hinterlassenenversicherung
cantonal,OW,853.2,,,,,"Gesetz über Ergänzungsleistungen zur Alters-, Hinterlassenen- und Invalidenversicherung"
cantonal,OW,853.211,,,,,Ausführungsbestimmungen über die Vergütung von Krankheits- und Behinderungskosten bei den Ergänzungsleistungen
cantonal,OW,853.31,,,,,Verordnung zum Bundesgesetz über die Invalidenversicherung
cantonal,OW,855.11,,,,,Vollziehungsverordnung zum Arbeitslosenversicherungsgesetz
cantonal,OW,855.111,,,,,Vereinbarung über eine gemeinsame öffentliche Arbeitslosenkasse der Kantone Obwalden und Nidwalden
cantonal,OW,855.2,,,,,Gesetz über die steuerbegünstigten Arbeitsbeschaffungsreserven
cantonal,OW,856.11,,,,,Verordnung über die berufliche Vorsorge
cantonal,OW,856.2,,,,,Konkordat über die Zentralschweizer BVG- und Stiftungsaufsicht
cantonal,OW,856.211,,,,,Ausführungsbestimmungen der Zentralschweizer BVG- und Stiftungsaufsicht (ZBSA) über die berufliche Vorsorge
cantonal,OW,857.1,,,,,Gesetz über die Familienzulagen
cantonal,OW,857.111,,,,,Ausführungsbestimmungen über die Familienzulagen
cantonal,OW,870.1,,,,,Sozialhilfegesetz
cantonal,OW,870.11,,,,,Sozialhilfeverordnung
cantonal,OW,870.111,,,,,Ausführungsbestimmungen über die Ehe- und Familienberatungsstelle
cantonal,OW,870.12,,,,,Verordnung über das Inkasso und die Bevorschussung von Unterhaltsbeiträgen
cantonal,OW,870.125,,,,,Ausführungsbestimmungen über den Vollzug der Verordnung über die Inkassohilfe bei familienrechtlichen Unterhaltsansprüchen
cantonal,OW,870.7,,,,,Gesetz über die familienergänzende Kinderbetreuung
cantonal,OW,870.711,,,,,Ausführungsbestimmungen über die Beiträge in der familienergänzenden Kinderbetreuung
cantonal,OW,874.1,,,,,Kinder- und Jugendförderungsgesetz
cantonal,OW,880.1,,,,,Gesetz über die Wohnbau- und Eigentumsförderung
cantonal,OW,880.11,,,,,Verordnung über die Wohnbau- und Eigentumsförderung
cantonal,OW,910.1,,,,,Gesetz über die regionale Wirtschaftspolitik
cantonal,OW,910.11,,,,,Verordnung über die regionale Wirtschaftspolitik
cantonal,OW,910.114,,,,,Ausführungsbestimmungen zur Finanzierung von Covid-19-Härtefallmassnahmen für Unternehmen
cantonal,OW,910.115,,,,,Ausführungsbestimmungen 2 zur Finanzierung von Covid-19-Härtefallmassnahmen für Unternehmen
cantonal,OW,921.1,,,,,Einführungsgesetz zum Bundesgesetz über die Landwirtschaft sowie zum bäuerlichen Boden- und Pachtrecht
cantonal,OW,921.111,,,,,"Ausführungsbestimmungen über die Förderung der Tierzucht, der arbeitsteiligen Jungviehaufzucht und des Viehabsatzes"
cantonal,OW,921.112,,,,,Ausführungsbestimmungen über die Strukturverbesserungen mit Finanzhilfen
cantonal,OW,921.113,,,,,Ausführungsbestimmungen über die Förderung der Landschaftsqualität und Vernetzung
cantonal,OW,921.114,,,,,Ausführungsbestimmungen über Innovationsbeiträge zur Absatzförderung in der Landwirtschaft
cantonal,OW,921.115,,,,,Ausführungsbestimmungen über den Gewässerschutz in der Landwirtschaft
cantonal,OW,921.116,,,,,Ausführungsbestimmungen über Pflanzenschutzmassnahmen in der Landwirtschaft
cantonal,OW,921.117,,,,,Ausführungsbestimmungen über die kontrollierte Ursprungsbezeichnung für Weine
cantonal,OW,921.119,,,,,Ausführungsbestimmungen über Klimamassnahmen in der Landwirtschaft
cantonal,OW,921.41,,,,,Vollziehungsverordnung zum Bundesgesetz über die Familienzulagen für landwirtschaftliche Arbeitnehmer und Bergbauern
cantonal,OW,925.111,,,,,Ausführungsbestimmungen zum bäuerlichen Boden- und Pachtrecht
cantonal,OW,930.1,,,,,Einführungsgesetz zum Bundesgesetz über den Wald
cantonal,OW,930.312,,,,,Ausführungsbestimmungen über den Fonds für Walderhaltung und ökologische Ersatzleistungen
cantonal,OW,930.315,,,,,Ausführungsbestimmungen über die Rodung
cantonal,OW,930.316,,,,,Regierungsratsbeschluss über die Bezeichnung der Gebiete mit zunehmender Waldfläche
cantonal,OW,930.318,,,,,Ausführungsbestimmungen über das Waldfeststellungsverfahren
cantonal,OW,930.321,,,,,Ausführungsbestimmungen über das Befahren von Waldstrassen und -wegen
cantonal,OW,930.324,,,,,Ausführungsbestimmungen über die forstliche Planung und Bewirtschaftung
cantonal,OW,930.327,,,,,Ausführungsbestimmungen über die Finanzierung im Forstbereich
cantonal,OW,930.330,,,,,Ausführungsbestimmungen über die Rechte und Pflichten der Revierförster und Revierförsterinnen
cantonal,OW,952.111,,,,,Ausführungsbestimmungen zum Bundesgesetz über das Messwesen
cantonal,OW,971.1,,,,,Gastgewerbegesetz
cantonal,OW,971.11,,,,,Gastgewerbeverordnung
cantonal,OW,971.3,,,,,Tourismusgesetz
cantonal,OW,971.31,,,,,Tourismusverordnung
cantonal,OW,971.311,,,,,Ausführungsbestimmungen zur Tourismusverordnung
cantonal,OW,971.312,,,,,Weisungen zur Meldung von Übernachtungen nach Tourismusgesetz
cantonal,OW,971.4,,,,,Gesetz über das Campieren
cantonal,OW,975.1,,,,,Markt- und Reisendengewerbegesetz
cantonal,OW,975.115,,,,,Ausführungsbestimmungen zum Bundesgesetz über das Bergführerwesen und Anbieten weiterer Risikoaktivitäten
cantonal,OW,975.2,,,,,Gesetz über die öffentlichen Ruhetage
cantonal,OW,975.3,,,,,Einführungsgesetz zum Geldspielgesetz
cantonal,OW,975.312,,,,,Ausführungsbestimmungen zum Einführungsgesetz zum Geldspielgesetz
cantonal,OW,975.41,,,,,Interkantonale Vereinbarung betreffend die gemeinsame Durchführung von Geldspielen
cantonal,OW,975.42,,,,,Gesamtschweizerisches Geldspielkonkordat
cantonal,OW,975.6,,,,,Gesetz über das öffentliche Beschaffungswesen
cantonal,OW,975.611,,,,,Ausführungsbestimmungen zum Submissionsgesetz
cantonal,SG,111.1,,,,,Verfassung des Kantons St.Gallen
cantonal,SG,113.1,,,,,Wappenverordnung
cantonal,SG,115.1,,,,,Vertrag zwischen den Ständen St.Gallen und Zürich betreffend die Festsetzung der Staatsgrenze auf dem Zürichsee bei Rapperswil
cantonal,SG,115.2,,,,,"Vertrag zwischen den Ständen St.Gallen, Zürich und Schwyz betreffend die Festsetzung des Knotenpunktes, in welchem die Staatsgrenzen derselben auf dem Zürichsee bei Rapperswil zusammenlaufen"
cantonal,SG,115.3,,,,,Vertrag zwischen den Ständen St.Gallen und Schwyz betreffend die Festsetzung der Staatsgrenze auf dem Zürichsee
cantonal,SG,117.1,,,,,Gesetz über die Amtsdauer
cantonal,SG,121.1,,,,,Gesetz über das St.Galler Bürgerrecht
cantonal,SG,121.11,,,,,Verordnung über das St.Galler Bürgerrecht
cantonal,SG,125.1,,,,,Gesetz über Referendum und Initiative
cantonal,SG,125.11,,,,,Verordnung über die gemischte Unterschriftensammlung
cantonal,SG,125.3,,,,,Gesetz über Wahlen und Abstimmungen
cantonal,SG,125.31,,,,,Verordnung über das stehende Stimmregister
cantonal,SG,131.11,,,,,Geschäftsreglement des Kantonsrates
cantonal,SG,131.12,,,,,Kantonsratsbeschluss über die Entschädigung der Mitglieder und der Fraktionen des Kantonsrates
cantonal,SG,140.1,,,,,Staatsverwaltungsgesetz
cantonal,SG,140.2,,,,,Öffentlichkeitsgesetz
cantonal,SG,140.3,,,,,Publikationsgesetz
cantonal,SG,141.2,,,,,Geschäftsordnung der Regierung
cantonal,SG,141.3,,,,,Geschäftsreglement der Regierung und der Staatskanzlei
cantonal,SG,141.31,,,,,Regierungsratsbeschluss über die Übertragung von Befugnissen des Regierungsrates auf die Departemente
cantonal,SG,141.41,,,,,Delegationsverordnung
cantonal,SG,141.81,,,,,Verordnung über die Raumnutzung im Regierungsgebäude
